ID;Imei;Device;
9729;44846500;Samsung SGH-500;
9730;44847800;Siemens C10;
9731;44849100;Siemens C10;
9732;44849500;Telit PV 160;
9733;44849600;Telit GM210;
9734;44852300;Amio A118;
9735;44852800;Commquest Quest;
9736;44852900;Philips TCD828V;
9737;44853000;Bang & Olufsen BeoCOM 9800;
9738;44854300;Motorola D520;
9739;44854400;Motorola MG1-4F11;
9740;44854500;Motorola MG1-4F21;
9741;44854600;Motorola MG1-4F22;
9742;44854700;Motorola MG1-4F23;
9743;44854800;Motorola StarTAC 130;
9744;44855000;Siemens SL1088E;
9745;44856100;Kenwood EM328;
9746;44856900;Telit GM220;
9747;44857000;Panasonic EB-G520;
9748;44857100;Panasonic EB-GD70;
9749;44859100;Telit GM240;
9750;44860800;Telit GM310;
9751;44861400;Kyocera KI-G100 (Iridium);
9752;44861700;Motorola 2000 (D368);
9753;44864500;Benefon Vega Gold;
9754;44864800;Amio AC118;
9755;44866300;Samsung SGH-600C;
9756;44867400;Philips Savvy;
9757;44868500;Telit GM210E;
9758;44870800;Telit GM230;
9759;44870900;Telit GM240E;
9760;44871000;Telit GM220E;
9761;44871100;Telit GM270;
9762;44871200;Telit GM231;
9763;44871300;Telit GM710;
9764;44874700;NEC MP5J1N1-1A;
9765;44874900;Philips TCD 898 / TCD 898 / A / TCD 898 / V / TCD 898 / m;
9766;44876200;Haier HK9800C;
9767;44876300;Kenwood EM358;
9768;44876400;Acer G620;
9769;44876500;Acer G520;
9770;44876600;Acer G630;
9771;44876700;Acer G530;
9772;44876900;Siemens SL10;
9773;44877000;Siemens SL1088;
9774;44877100;Siemens SL10;
9775;44877200;Siemens SL1088;
9776;44877300;Siemens SL10E;
9777;44878900;Amio Jazz;
9778;44881200;Acer G625;
9779;44882000;Benefon iO;
9780;44882100;Benefon Ceres;
9781;44883100;Motorola MP2-1A12;
9782;44883200;Motorola MP2-1A13;
9783;44883300;Motorola MP2-1A14;
9784;44883400;Motorola MG2-4E31;
9785;44883500;Motorola V3688 / V3690;
9786;44883600;Motorola CD520 flip;
9787;44883800;Truly TG222;
9788;44883900;Sewon SW900A;
9789;44884100;Kejian KGH-3000C;
9790;44884200;Hexxim GSM9610;
9791;44888500;Siemens C2588 / S2588;
9792;44888600;Siemens C25;
9793;44889500;Nokia 7110;
9794;44889600;Nokia 3210;
9795;44889700;Nokia 3210;
9796;44889800;Nokia 3210;
9797;44889900;Nokia 6090;
9798;44890100;Nokia 8850;
9799;44890200;Nokia 8210;
9800;44890300;Nokia 3210;
9801;44890400;Nokia 7110;
9802;44895000;Motorola MP2-1A15;
9803;44895100;Motorola M3288;
9804;44895200;Motorola V2188;
9805;44895300;Motorola M3688;
9806;44895400;Motorola L7089;
9807;44895500;Motorola M3688;
9808;44896100;Bang & Olufsen BeoCOM 9800;
9809;44908600;Motorola MC2-41D41;
9810;44908700;Motorola MC2-41D21;
9811;44908800;Motorola MG2-4A11;
9812;44908900;Motorola MC2-41D42;
9813;44909000;Motorola L7189;
9814;44909100;Motorola MP2-1A16;
9815;44910000;Kenwood EN358;
9816;44910100;Siemens S2588;
9817;44910200;Siemens S25;
9818;44910300;Telit GM211;
9819;44910400;Telit GM211E;
9820;44910500;Telit GM221;
9821;44910600;Telit GM221E;
9822;44910700;Telit GM241;
9823;44910800;Telit GM241E;
9824;44910900;Telit GM271;
9825;44911000;Telit GM360S;
9826;44911100;Telit GM630D;
9827;44911200;Telit GM711;
9828;44911300;Panasonic EB-G600P;
9829;44911400;Panasonic EB-G520;
9830;44911500;Samsung SGH-2100P;
9831;44911600;Samsung SGH-600E;
9832;44911700;Samsung SGH-800 / 610;
9833;44911800;Aselsan 1920;
9834;44911900;Kenwood EM608;
9835;44912000;Kenwood EM618;
9836;44912200;Philips TCD878 / J / TCD 878 / S;
9837;44912300;Panasonic GD90 / EB-GD90;
9838;44912500;Siemens C25 / S25;
9839;44912600;Siemens C2588;
9840;44912700;Panasonic GD30 / EB-GD30;
9841;44912800;Simoco GSM Dual-Band Engine;
9842;44912900;Telit TCL9910;
9843;44913000;Telit GM670D;
9844;44913100;Telit SAT550;
9845;44913200;Telit TCL9910E;
9846;44913300;Telit TCL9930;
9847;44913400;Telit Estremo;
9848;44913500;Telit GM810;
9849;44913600;Telit GM830;
9850;44914000;Kejian KGH-6380C;
9851;44914100;Samsung SGH-2100C;
9852;44914200;Nokia 3210;
9853;44914300;Nokia 3210;
9854;44914400;Nokia Card Phone 2.0;
9855;44914500;Nokia 6010;
9856;44914600;Nokia 6010;
9857;44914700;Nokia 6010;
9858;44914800;Nokia 3210;
9859;44914900;Nokia 3210;
9860;44915000;Nokia 3210;
9861;44915100;Nokia 3210;
9862;44915200;Motorola MC2-41B31;
9863;44915300;Motorola M3888;
9864;44915400;Motorola RAZR V3;
9865;44915500;Motorola T8088;
9866;44915600;Motorola a6188;
9867;44915700;Motorola Fixed Wireless Terminal;
9868;44915800;Panasonic GD50 / EB-GD50;
9869;44915900;Ecom 6110-Ex;
9870;44916100;Legend XOCECO XG898;
9871;44916200;Samsung SGH-810;
9872;44916400;Voxson Eclipse;
9873;44916500;Voxson Stealth;
9874;44916600;Acer D68;
9875;44916700;Acer D65;
9876;44916800;Acer D66;
9877;44916900;Acer D70;
9878;44917000;Acer D75;
9879;44917100;Acer D77;
9880;44917200;Motorola Fixed Wireless Terminal;
9881;44917300;Motorola T2288;
9882;44917400;Motorola M3588;
9883;44917500;Motorola V8088;
9884;44917600;Motorola P7389;
9885;44917700;Motorola MI2-4A11 GSM900 / 800 MHz iDEN;
9886;44917800;Samsung SGH-2400;
9887;44917900;Samsung SGH-2100E;
9888;44918100;Telit 9930DF;
9889;44919100;Siemens C35;
9890;44919200;Siemens C3508i;
9891;44919300;Siemens C35;
9892;44919400;Siemens M35i;
9893;44919500;Siemens 3518i;
9894;44919600;Siemens M35;
9895;44919700;Siemens S35i;
9896;44919800;Siemens 3568i;
9897;44919900;Nokia 3210;
9898;44920000;Nokia 3210;
9899;44920100;Nokia 3210;
9900;44920200;Nokia 3210;
9901;44920300;Nokia 3210;
9902;44920400;Nokia 3210;
9903;44920500;Nokia 7110;
9904;44920600;Nokia 3210;
9905;44920700;Nokia 3210;
9906;44920800;Nokia 6150;
9907;44920900;Nokia 5110;
9908;44921000;Nokia 5130 / 5146;
9909;44921100;Nokia 9110i;
9910;44921200;Nokia PremiCell;
9911;44921300;Nokia PremiCell9i / 18i;
9912;44921400;Nokia 6210;
9913;44921500;Nokia 6091;
9914;44921600;Nokia 5110;
9915;44921700;Nokia 5110;
9916;44921800;Nokia 5110;
9917;44922000;Ecom 6150-Ex;
9918;44922100;Ascom 21 (Thuraya);
9919;44922200;Acer G530M;
9920;44922300;Acer G520M;
9921;44923500;Benefon Twin;
9922;44923600;Benefon Twin DS;
9923;44923700;Asian TAC 2000;
9924;44923800;Panasonic GD30;
9925;44924000;Motorola V2288;
9926;44924100;Motorola V3690;
9927;44924200;Motorola T250;
9928;44924300;Motorola MC2-41F11;
9929;44924400;Motorola V3690;
9930;44924500;Motorola P7389;
9931;44924600;Kyocera TG200;
9932;44924700;Siemens 3508;
9933;44924800;Siemens C25 / C28;
9934;44925000;NEC DB3800;
9935;44925200;NEC DB3300;
9936;44926000;NEC DB3300;
9937;44926100;Benefon Q;
9938;44926200;Motorola P7789;
9939;44926300;Motorola P7389;
9940;44926400;Motorola V50;
9941;44926500;Motorola CC2-41A11;
9942;44926600;Motorola T250;
9943;44926700;Motorola V100;
9944;44926800;Motorola A009;
9945;44926900;Motorola T180;
9946;44927000;Motorola V50 / V60;
9947;44927100;Motorola V100;
9948;44927200;Motorola M8989;
9949;44927300;Motorola Accompli 008;
9950;44927400;Motorola MI2-4A21;
9951;44927500;Motorola V50;
9952;44927600;Motorola V66;
9953;44927700;Motorola V60;
9954;44927800;Motorola T280;
9955;44927900;Motorola T192;
9956;44928000;Motorola V70;
9957;44928100;Motorola T191;
9958;44928200;Kenwood ED638;
9959;44928500;Kenwood ED658;
9960;44928700;Acer D75F;
9961;44928800;Legend XOCECO GF520 / D791;
9962;44928900;Acer XG530;
9963;44929000;Kyocera TG200;
9964;44930100;Funkanlagen Falcom A2D;
9965;44930200;Nokia 5110;
9966;44930300;Nokia 5110;
9967;44930400;Nokia 5110;
9968;44930500;Nokia 5110;
9969;44930600;Nokia 8210;
9970;44930700;Nokia 5130 / 5146;
9971;44930800;Nokia 8210;
9972;44930900;Nokia 8210;
9973;44931000;Nokia 6150;
9974;44931100;Nokia 3210;
9975;44931200;Nokia 3210;
9976;44931300;Nokia 7110;
9977;44931400;Nokia 3210 / 6600;
9978;44931500;Nokia 3210;
9979;44931600;Nokia 3210;
9980;44931700;Panasonic GD92 / EB-GD92;
9981;44931800;Soutec PT-2000;
9982;44931900;Dalian Daxian GH-300;
9983;44932000;Samsung SGH-2488;
9984;44932100;Kejian KGH-6300C;
9985;44932200;Sensei SPT88d / SPT88m;
9986;44932300;Haier H8088;
9987;44932400;Legend XOCECO G530;
9988;44932500;Audiovox GDX-300 XL;
9989;44932600;Audiovox GDX-300;
9990;44932700;CEC SPT88d;
9991;44932800;NEC BASS;
9992;44932900;Capitel C8000;
9993;44933200;Acer D70;
9994;44933300;Nokia 6210 / 6250;
9995;44933600;Nokia 5130 / 5146;
9996;44933700;Nokia 6210;
9997;44933800;Nokia 6210;
9998;44933900;Nokia 3210;
9999;44934000;Nokia 3210;
10000;44934100;Nokia 8210;
10001;44934200;Nokia 6210;
10002;44965100;Motorola MP2-1A17;
10003;44965200;Motorola M3788;
10004;44965300;Motorola V2088;
10005;44965400;Motorola M3588;
10006;44965500;Motorola MC2-41G12;
10007;44965600;Motorola M3888;
10008;44967800;Philips Genie 1800;
10009;44967900;Philips TCD128 / TCD138;
10010;44968000;Philips Savvy / SavvyDB / Vogue;
10011;44968100;Philips TCD878 / J / TCD878 / S;
10012;44968200;Philips TCD168;
10013;44968300;Philips TCD 988 / TCD 858;
10014;44968400;Philips TCD 989 / S / TCD998 / TCD 989 / J / TCD 998 / J / TCD 998 / I;
10015;44968500;Philips TCD988;
10016;44968600;Philips Az@lis 218;
10017;44968700;Philips TCD 989 / S / TCD 989 / J / TCD 998 / TCD 998 / J;
10018;44969500;Samsung SGH-800C;
10019;44969800;Samsung SGH-601C;
10020;44970600;Kejian KGH-6300C;
10021;44972600;Samsung SGH-2100;
10022;45000000;ChinaLink METH-2074;
10023;45000100;Motorola International 1000;
10024;45000200;CarTel M;
10025;45000300;Blaupunkt M242;
10026;45000400;Dancall HP2001;
10027;45000500;Philips PR 800;
10028;45000600;Motorola International 3200;
10029;45000700;Motorola International 1000;
10030;45000800;CarTel MVT 8G1 / SVH 7V4;
10031;45000900;Blaupunkt H242;
10032;45001000;CarTel S;
10033;45001100;Blaupunkt H242;
10034;45001200;Cetelco Cetelco Worldflex CTC300;
10035;45001300;Hagenuk MT900;
10036;45001400;Motorola Storno CD 320;
10037;45001500;Motorola SIP GSM;
10038;45001600;Motorola France Telecom;
10039;45001700;Motorola International 1000;
10040;45001800;Motorola International 1000;
10041;45001900;CarTel T;
10042;45002000;Blaupunkt P242;
10043;45002100;Motorola McCaw;
10044;45002200;Blaupunkt P242;
10045;45002300;CarTel T;
10046;45002400;Motorola Australia Telecom;
10047;45002500;Motorola Australia Optus;
10048;45002600;Motorola Australia Motorola;
10049;45002700;Motorola Australia Telecom Mobilnet;
10050;45002800;Pioneer PCM-D300;
10051;45002900;Pioneer PCH-D600;
10052;45003000;Motorola International 3200;
10053;45003100;Motorola Storno CD 320;
10054;45003200;Motorola SIP GSM / STET Hellas;
10055;45003300;Motorola France Telecom;
10056;45003400;Motorola SmarTone Telecom Digital;
10057;45003500;Motorola Australia Telecom;
10058;45003600;Motorola Australia Optus;
10059;45003700;Motorola Australia Motorola;
10060;45003800;Motorola Australia Telecom Mobilnet;
10061;45004000;CarTel MC;
10062;45004100;Pioneer PCM-D300;
10063;45004200;Grundig Moviline;
10064;45004300;Loewe HandyTel 100;
10065;45004400;Motorola Express Exchange;
10066;45004500;AEG AT901;
10067;45004600;Motorola Ford 94-GB19A387-AA;
10068;45004700;Motorola D2 Privat 4011;
10069;45004800;Motorola Telekom D1 327;
10070;45004900;Motorola International 1000;
10071;45005000;Motorola BMW 84.11-8 360 608;
10072;45005100;Cetelco Worldflex Magic;
10073;45005200;Motorola CSL GSM;
10074;45005300;Motorola 1000;
10075;45005400;Motorola BMW 84 11-8 360 235;
10076;45005500;Motorola BMW 84 11-8 361 457;
10077;45005600;Motorola Ford 94-GB9A387-CA;
10078;45005700;Motorola Ford SUF1666A;
10079;45005800;AEG HT901;
10080;45005900;Nokia 2010;
10081;45006000;Nokia Mobira Cityman 3000;
10082;45006100;AEG AT901;
10083;45006200;AEG HT901;
10084;45006300;Maxon MX3000;
10085;45006400;AEG HT911;
10086;45006500;AEG HT911;
10087;45006600;Sony CMD-Z1;
10088;45006700;AEG HT911;
10089;45006800;AEG HT911;
10090;45006900;Sony CMD-Z1 Plus;
10091;45007100;Maxon MX 3204;
10092;45007200;Dancall HP4100;
10093;45007300;Bosch COM 607;
10094;45007400;AEG HT920 / 9080;
10095;45007500;AEG HT920;
10096;45007600;Bosch COM 647;
10097;45007700;PT INDI Siga;
10098;45007800;Bosch COM 608;
10099;45007900;Maxon MX 3205;
10100;45008000;AEG HT920;
10101;45008100;Maxon MX 3208;
10102;45008200;Bosch 908;
10103;45008300;Telemar MX 3204;
10104;45008400;Telemar MX 3205;
10105;45008500;Telit GM410;
10106;45008600;Eastcom EC528;
10107;45008700;Sony CMD-C1;
10108;45008800;Sony CMD-C8;
10109;45008900;Maxon MX3204;
10110;45009000;Maxon MX3205;
10111;45009100;Maxon MX3208;
10112;45009200;Bosch 509;
10113;45009300;ZTE 902;
10114;45009500;Kejian KGH-3000C;
10115;45009600;Legend XOCECO XG829;
10116;45009700;Maxon MM6869;
10117;45009800;Maxon MX6879;
10118;45009900;Maxon MX6899;
10119;45010000;Maxon MX6877;
10120;45500100;AEG HT1820;
10121;45500200;AEG HT1820;
10122;45544100;Alcatel OTE-159;
10123;45700100;Bosch 738;
10124;45700200;Siemens S15;
10125;45700300;Bosch 718;
10126;45700400;Bosch 738;
10127;45700500;Siemens S15E;
10128;45700600;Siemens S16E;
10129;45700700;Bosch 738;
10130;45700800;Bosch DualCom 738P;
10131;45700900;Maxon MX6804;
10132;45701000;Bosch 719 World;
10133;45701100;Bosch 909D;
10134;45701200;Bosch 909D;
10135;45701300;Bosch 509D;
10136;45701400;Maxon MM6854;
10137;45701500;Bosch 509D;
10138;45701600;Bosch 909D;
10139;45701800;Maxon MM6864;
10140;45701900;Sony CMD-CD5;
10141;45702000;Sony CMD-CD18;
10142;45702100;Maxon MX6814;
10143;45702200;Maxon MX6815;
10144;45702300;Maxon MX6811;
10145;45702400;Maxon MX6810;
10146;45702500;Sony CMD-Z5;
10147;45702600;Sony CMD-Z18;
10148;45702700;Maxon DW2500;
10149;45702800;Maxon MX6813;
10150;45702900;Kejian KGH3800C;
10151;45709200;Bosch 509;
10152;45998900;Nokia Test;
10153;49000000;Nokia 6050;
10154;49000100;Siemens P1;
10155;49000300;AEG Telecar CD900;
10156;49000400;Philips Europorty;
10157;49000500;Nokia 1011;
10158;49000600;Mercedes-Benz MB900AT;
10159;49000700;ABB Veriphon D45-1 / 2H;
10160;49000800;Ericsson GH172 / GH174;
10161;49000900;Matracom 2910;
10162;49001000;AEG Teleport D;
10163;49001100;Matracom 2010;
10164;49001200;Ericsson GH197;
10165;49001300;Ericsson GS197;
10166;49001400;Ascom Chrystal;
10167;49001500;Bang & Olufsen BeoCOM 90;
10168;49001700;Grundig Moviline 850;
10169;49001800;Ascom SE932 M Carat;
10170;49002000;Nokia 1011;
10171;49002100;Siemens P1+;
10172;49002200;Siemens S1 Marathon;
10173;49002300;Philips NHE-2XP;
10174;49002400;ABB Veriphon D45-2H;
10175;49002500;Sony CMD-100;
10176;49002600;Philips Europorty;
10177;49002700;Ericsson GH198;
10178;49002800;Ascom 1521;
10179;49002900;Ascom 1521;
10180;49003000;Ascom 1523;
10181;49003100;Nokia 2110;
10182;49003200;Ascom SE932 AM Carat;
10183;49010000;Siemens S3;
10184;49010100;Siemens PR820;
10185;49010200;Ericsson GH337;
10186;49010300;Ascom 1543;
10187;49010400;Ascom 1544;
10188;49010500;Ascom 1542;
10189;49010600;Ascom 1542;
10190;49010700;Ascom 1544;
10191;49010800;Nokia Technophone 880;
10192;49010900;Nokia 2110;
10193;49011000;Nokia Mobira Cityman 5000;
10194;49011100;Nokia 2110;
10195;49011200;Nokia 2110;
10196;49011300;Nokia 1610 / 1611;
10197;49011400;Nokia 1610 / 1611;
10198;49011500;Nokia 1600;
10199;49011600;Nokia 1610 / 1611;
10200;49011700;Hitachi CR-D500;
10201;49011800;Sony CMD-200;
10202;49011900;Ericsson GH198;
10203;49012000;Ascom 1533;
10204;49012100;Sharp TQ-G400Y / TQ-G400Z / TQ-G400E;
10205;49012200;Siemens S3 com / plus;
10206;49012300;Philips PR 557;
10207;49012400;Ericsson GH337;
10208;49012500;Ericsson GF337;
10209;49012600;Ericsson 1050402-BV;
10210;49012700;Ericsson 1050404-BV;
10211;49012800;Ascom Ascom;
10212;49012900;Bang & Olufsen BeoCOM 950;
10213;49013000;Nokia 2110i;
10214;49013100;Hitachi NHE-4NY;
10215;49013200;Hitachi NHE-4AX;
10216;49013300;Nokia 2110i;
10217;49013500;Philips PR 747 II;
10218;49013600;Nokia 8118;
10219;49013700;Nokia 8110;
10220;49013800;Nokia 2110i;
10221;49013900;Nokia 1610 / 1611;
10222;49014000;Sharp;
10223;49014100;Ericsson GH218;
10224;49014200;Hitachi NEH-3DB;
10225;49014300;Nokia 9110;
10226;49014400;Nokia 6080;
10227;49014500;Ericsson GH388;
10228;49014600;Ericsson GA388;
10229;49014700;Ericsson GF388;
10230;49014800;Ericsson GF358;
10231;49014900;Ericsson GA318;
10232;49015000;Sharp TQ-G450;
10233;49015100;Nokia 6080;
10234;49015200;Nokia 1610 / 1611;
10235;49015300;Nokia 8110;
10236;49015400;Nokia 3110;
10237;49015600;Nokia 3810;
10238;49015700;Nokia 1610 / 1611;
10239;49015800;Nokia 1611;
10240;49015900;Nokia 1611;
10241;49016000;Nokia 1611;
10242;49016100;Nokia 1600;
10243;49016200;Nokia TFE-1;
10244;49016300;Nokia 1600;
10245;49016400;Nokia 1610 / 1611;
10246;49016500;Nokia 3110;
10247;49016600;Nokia 2110i;
10248;49016700;Nokia TFE-1 Model C;
10249;49016800;Hagenuk Global;
10250;49016900;Nokia 9000 / 9000i;
10251;49017000;Bang & Olufsen 1050502-DK;
10252;49017100;Ascom Axento;
10253;49017200;Ascom Elisto;
10254;49017300;Ericsson GH388;
10255;49017400;Ericsson GA318;
10256;49017500;Ericsson GH398;
10257;49017600;Ericsson GH388;
10258;49017700;Ericsson GH388;
10259;49017800;Blaupunkt Amsterdam TCM127;
10260;49017900;Ascom Proxim 406;
10261;49018000;LG LDC100;
10262;49018100;Ericsson GA318;
10263;49018200;Nokia 1611;
10264;49018300;Nokia 3810;
10265;49018400;Nokia 3110;
10266;49018500;Nokia Card Phone;
10267;49018600;Nokia 3810;
10268;49018700;Nokia 3110;
10269;49018800;Nokia 3110;
10270;49018900;Nokia 3110;
10271;49019200;Ericsson GH388;
10272;49019300;Hagenuk F10 Ferrari;
10273;49019400;Hagenuk Global 2;
10274;49019500;Hagenuk F10 Ferrari 2.0;
10275;49019600;Hagenuk ES 818;
10276;49019700;Blaupunkt Helsinki RTM127;
10277;49019800;Blaupunkt Gemini GPS148;
10278;49019900;Ericsson GH398;
10279;49022400;Siemens S1 Marathon;
10280;49050200;Nokia 8110i;
10281;49050300;Siemens A1;
10282;49050800;Ericsson GF788;
10283;49050900;Ericsson GF768;
10284;49051000;Ericsson GH688;
10285;49051100;Ericsson GA628;
10286;49051200;Ericsson 6050101-BV;
10287;49051300;Ericsson 6050101-US;
10288;49051400;Ericsson GF788;
10289;49051500;Ericsson GF788;
10290;49051600;Ericsson GF788;
10291;49051700;Ericsson GF788;
10292;49051800;Nokia 6110;
10293;49051900;Nokia TFE-2;
10294;49052000;Nokia 5110;
10295;49052200;Nokia 5110;
10296;49052300;Nokia 6110;
10297;49052400;Nokia TFE-2 Model C;
10298;49052500;Nokia 8810;
10299;49052600;Nokia 6110;
10300;49052700;Nokia 6110;
10301;49052800;Ericsson GA628;
10302;49052900;Ericsson GA628;
10303;49053000;Ericsson GH688;
10304;49053100;Ericsson GH688;
10305;49053200;Ericsson GH688;
10306;49053300;Ericsson GA628;
10307;49053400;Ericsson GA628;
10308;49053500;Ericsson GA628;
10309;49053600;Ericsson GA628;
10310;49053700;Ericsson GA628;
10311;49053800;Ericsson GF768;
10312;49053900;Ericsson GF768;
10313;49054000;Ericsson GF788c;
10314;49054100;Nokia 5110;
10315;49054200;Nokia 5110;
10316;49054300;Nokia 9110;
10317;49054400;Nokia 5110;
10318;49054500;Nokia 6110;
10319;49054600;Nokia 5110;
10320;49054700;Nokia 5110;
10321;49054800;Nokia 5110;
10322;49054900;Nokia 5110;
10323;49055000;Nokia 5110;
10324;49055100;Nokia 5110;
10325;49056100;Ericsson GH688;
10326;49056200;Ericsson GA628;
10327;49056300;Ericsson GA628;
10328;49056400;Ericsson GA628;
10329;49056500;Ericsson GA628;
10330;49056600;Ericsson GA628;
10331;49072400;Ericsson ET337;
10332;49300200;Nokia 6150;
10333;49300400;Nokia 8850 (Proto);
10334;49300500;Nokia 6150;
10335;49300600;Nokia 6150;
10336;49300700;Nokia 6150e;
10337;49300800;Nokia 6150;
10338;49300900;Nokia 6150;
10339;49500000;Nokia 2140;
10340;49500100;Nokia 2140;
10341;49500200;Nokia 2140;
10342;49500300;Nokia 2140;
10343;49500400;Nokia 2140;
10344;49500500;Philips 8110;
10345;49500600;Philips 8110;
10346;49500700;AEG HT1801;
10347;49500800;Nokia 2140;
10348;49500900;Nokia 8110;
10349;49501000;Ericsson PH337;
10350;49501100;Ericsson 1070403-BV;
10351;49501200;Nokia 8110;
10352;49501300;Nokia 2148i;
10353;49501400;Nokia 2148i;
10354;49501500;Nokia 2148i;
10355;49501600;Nokia 2148i;
10356;49501700;Nokia 2148i;
10357;49501800;Nokia 2148i;
10358;49501900;Nokia 2148i;
10359;49502000;Ericsson 1070402-BV;
10360;49502100;Nokia 1620;
10361;49502200;Nokia 1620;
10362;49502300;Nokia 1620;
10363;49502400;Nokia 8148;
10364;49502500;Nokia 8148;
10365;49502600;Nokia 2146;
10366;49502700;Nokia 2148i;
10367;49502800;Nokia 8110;
10368;49502900;Nokia 2148i;
10369;49503000;Nokia 8148;
10370;49503100;Nokia 8148;
10371;49503200;Nokia 8148;
10372;49503300;Nokia 1620;
10373;49503400;Nokia 8148;
10374;49503500;Nokia PremiCell18;
10375;49503700;Nokia 8148i;
10376;49504000;AEG HT1811;
10377;49504100;Ericsson PH388;
10378;49504200;Ericsson PA388;
10379;49504300;Nokia 9000i;
10380;49504400;AEG HT1811;
10381;49550100;Siemens S6 PCN;
10382;49550200;Nokia 6130;
10383;49550300;Nokia 5130 / 5146;
10384;49550400;Nokia TFK-2;
10385;49550500;Nokia 5130 / 5146;
10386;49550600;Nokia 6138;
10387;49550700;Nokia 6130;
10388;49550800;Nokia 5130 / 5146;
10389;49550900;Nokia 5130 / 5146;
10390;49551000;Nokia 5130 / 5146;
10391;49551100;Nokia 5130 / 5146;
10392;49551200;Ericsson PF768;
10393;49800200;Nokia 6150;
10394;49914900;Nokia 3210;
10395;49999900;Siemens A11;
10396;50000100;Samsung SGH-1840;
10397;50000200;Funkanlagen Falcom A2;
10398;50000300;Acer G70;
10399;50000400;Acer G75;
10400;50000500;BULL Telesincro ALTO GSM;
10401;50000600;Siemens Combiset GSM 1009;
10402;50000700;Alcatel Eole;
10403;50000800;Celestica Stingray;
10404;50000900;Mondial ML809;
